date,song,artist,this_week,last_week,peak_position,weeks_on_chart
2022-04-30,Beers On Me,"Dierks Bentley, BRELAND & HARDY",45,41,40,17
2022-04-30,The Motto,Tiesto & Ava Max,46,49,42,12
2022-04-30,She's All I Wanna Be,Tate McRae,47,50,44,11
2022-04-30,When You're Gone,Shawn Mendes,48,52,38,3
2022-04-30,Buy Dirt,Jordan Davis Featuring Luke Bryan,49,47,22,37
2022-04-30,About Damn Time,Lizzo,50,,50,1
2022-04-30,Shake It,"Kay Flock, Cardi B, Dougie B & Bory300",51,,51,1
2022-04-30,Light Switch,Charlie Puth,52,43,27,13
2022-04-30,If I Was A Cowboy,Miranda Lambert,53,68,53,12
2022-04-30,Peru,Fireboy DML & Ed Sheeran,54,53,53,12
2022-04-30,Flowers,Lauren Spencer-Smith,55,,55,1
2022-04-30,Nail Tech,Jack Harlow,56,40,18,9
2022-04-30,Freaky Deaky,Tyga X Doja Cat,57,60,43,8
2022-04-30,23,Sam Hunt,58,55,50,17
2022-04-30,Trouble With A Heartbreak,Jason Aldean,59,73,59,5
2022-04-30,Broadway Girls,Lil Durk Featuring Morgan Wallen,60,58,14,18
2022-04-30,Heart On Fire,Eric Church,61,63,56,22
2022-04-30,No Love,Summer Walker & SZA,62,59,13,16
2022-04-30,Surface Pressure,Jessica Darrow,63,56,8,17
2022-04-30,Slow Down Summer,Thomas Rhett,64,51,43,9
2022-04-30,Flower Shops,ERNEST Featuring Morgan Wallen,65,67,64,13
2022-04-30,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,66,65,63,15
2022-04-30,Me Or Sum,"Nardo Wick, Lil Baby & Future",67,66,58,15
2022-04-30,Ahhh Ha,Lil Durk,68,61,18,9
2022-04-30,Give Heaven Some Hell,HARDY,69,76,69,8
2022-04-30,Handsomer,Russ Featuring Ktlyn,70,54,40,7
2022-04-30,Envolver,Anitta,71,74,70,4
2022-04-30,Do We Have A Problem?,Nicki Minaj X Lil Baby,72,70,2,11
2022-04-30,Get Into It (Yuh),Doja Cat,73,82,68,20
2022-04-30,Rumors,Gucci Mane Featuring Lil Durk,74,77,51,12
2022-04-30,Take My Name,Parmalee,75,80,75,3
2022-04-30,Damn Strait,Scotty McCreery,76,89,76,3
2022-04-30,Circles Around This Town,Maren Morris,77,57,52,15
2022-04-30,In My Head,Lil Tjay,78,64,33,3
2022-04-30,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red),79,72,49,5
2022-04-30,Soy El Unico,Yahritza y Su Esencia,80,69,20,4
2022-04-30,I Love You So,The Walters,81,86,71,14
2022-04-30,Come Back As A Country Boy,Blake Shelton,82,84,81,12
2022-04-30,GINE,6ix9ine,83,,83,1
2022-04-30,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",84,71,46,9
2022-04-30,Complete Mess,5 Seconds Of Summer,85,85,85,3
2022-04-30,Leave You Alone,Kane Brown,86,,86,1
2022-04-30,Bones,Imagine Dragons,87,94,87,6
2022-04-30,Banking On Me,Gunna,88,87,61,9
2022-04-30,She Likes It,Russell Dickerson & Jake Scott,89,90,86,5
2022-04-30,Pressure,Ari Lennox,90,92,66,17
2022-04-30,Desesperados,Rauw Alejandro & Chencho Corleone,91,98,91,3
2022-04-30,Over,Lucky Daye,92,96,77,5
2022-04-30,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",93,78,20,16
2022-04-30,Hate Our Love,Queen Naija & Big Sean,94,,88,2
2022-04-30,Dos Oruguitas,Sebastian Yatra,95,93,36,16
2022-04-30,P Power,Gunna Featuring Drake,96,91,24,14
2022-04-30,Money So Big,Yeat,97,,95,4
2022-04-30,Blick Blick!,Coi Leray & Nicki Minaj,98,95,37,4
2022-04-30,Fall In Love,Bailey Zimmerman,99,,99,1
2022-04-30,X Ultima Vez,Daddy Yankee & Bad Bunny,100,99,73,3
2022-05-07,As It Was,Harry Styles,1,1,1,4
2022-05-07,First Class,Jack Harlow,2,2,1,3
2022-05-07,Heat Waves,Glass Animals,3,3,1,67
2022-05-07,Big Energy,Latto,4,4,3,27
2022-05-07,Enemy,Imagine Dragons X JID,5,5,5,23
2022-05-07,Stay,The Kid LAROI & Justin Bieber,6,6,1,42
2022-05-07,Woman,Doja Cat,7,8,7,39
2022-05-07,Ghost,Justin Bieber,8,10,5,31
2022-05-07,Super Gremlin,Kodak Black,9,9,3,25
2022-05-07,Thats What I Want,Lil Nas X,10,11,8,32
2022-05-07,Bad Habits,Ed Sheeran,11,12,2,44
2022-05-07,Shivers,Ed Sheeran,12,14,4,33
2022-05-07,abcdefu,GAYLE,13,13,3,23
2022-05-07,Cold Heart (PNAU Remix),Elton John & Dua Lipa,14,15,7,34
2022-05-07,Thousand Miles,The Kid LAROI,15,,15,1
2022-05-07,Save Your Tears,The Weeknd & Ariana Grande,16,18,1,69
2022-05-07,One Right Now,Post Malone & The Weeknd,17,19,6,25
2022-05-07,Levitating,Dua Lipa,18,21,2,77
2022-05-07,Need To Know,Doja Cat,19,17,8,46
2022-05-07,MAMIII,Becky G X Karol G,20,24,15,11
2022-05-07,Bam Bam,Camila Cabello Featuring Ed Sheeran,21,25,21,8
2022-05-07,Industry Baby,Lil Nas X & Jack Harlow,22,23,1,40
2022-05-07,'Til You Can't,Cody Johnson,23,22,18,29
2022-05-07,Easy On Me,Adele,24,16,1,29
2022-05-07,In A Minute,Lil Baby,25,20,14,3
2022-05-07,Doin' This,Luke Combs,26,30,26,20
2022-05-07,Wasted On You,Morgan Wallen,27,31,9,24
2022-05-07,AA,Walker Hayes,28,32,28,16
2022-05-07,Plan B,Megan Thee Stallion,29,,29,1
2022-05-07,Hrs And Hrs,Muni Long,30,26,16,18
2022-05-07,Boyfriend,Dove Cameron,31,37,31,11
2022-05-07,Sweetest Pie,Megan Thee Stallion & Dua Lipa,32,34,15,7
2022-05-07,Trouble With A Heartbreak,Jason Aldean,33,59,33,6
2022-05-07,Right On,Lil Baby,34,28,13,3
2022-05-07,Good 4 U,Olivia Rodrigo,35,33,1,50
2022-05-07,Provenza,Karol G,36,,36,1
2022-05-07,Numb Little Bug,Em Beihold,37,40,37,13
2022-05-07,To The Moon!,JNR CHOI & Sam Tompkins,38,38,38,9
2022-05-07,I Hate U,SZA,39,36,7,21
2022-05-07,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",40,27,1,18
2022-05-07,Never Say Never,Cole Swindell / Lainey Wilson,41,29,27,15
2022-05-07,Don't Think Jesus,Morgan Wallen,42,7,7,2
2022-05-07,You Right,Doja Cat & The Weeknd,43,39,11,43
2022-05-07,Fingers Crossed,Lauren Spencer-Smith,44,35,19,17
2022-05-07,Fancy Like,Walker Hayes,45,41,3,45
2022-05-07,Sand In My Boots,Morgan Wallen,46,42,30,41
2022-05-07,She's All I Wanna Be,Tate McRae,47,47,44,12
2022-05-07,The Motto,Tiesto & Ava Max,48,46,42,13
2022-05-07,What Happened To Virgil,Lil Durk Featuring Gunna,49,43,22,7
2022-05-07,When You're Gone,Shawn Mendes,50,48,38,4
2022-05-07,2step,Ed Sheeran Featuring Lil Baby,51,,51,1
2022-05-07,Beers On Me,"Dierks Bentley, BRELAND & HARDY",52,45,40,18
2022-05-07,Pushin P,Gunna & Future Featuring Young Thug,53,44,7,16
2022-05-07,Freaky Deaky,Tyga X Doja Cat,54,57,43,9
2022-05-07,Something In The Orange,Zach Bryan,55,,55,1
2022-05-07,Peru,Fireboy DML & Ed Sheeran,56,54,53,13
2022-05-07,Hold That Heat,"Southside, Travis Scott & Future",57,,57,1
2022-05-07,If I Was A Cowboy,Miranda Lambert,58,53,53,13
2022-05-07,Scrape It Off,Pusha T Featuring Lil Uzi Vert & Don Toliver,59,,59,1
2022-05-07,About Damn Time,Lizzo,60,50,50,2
2022-05-07,Tomorrow Me,Luke Combs,61,,61,1
2022-05-07,Slow Down Summer,Thomas Rhett,62,64,43,10
2022-05-07,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,63,66,63,16
2022-05-07,Light Switch,Charlie Puth,64,52,27,14
2022-05-07,23,Sam Hunt,65,58,50,18
2022-05-07,Me Or Sum,"Nardo Wick, Lil Baby & Future",66,67,58,16
2022-05-07,Broadway Girls,Lil Durk Featuring Morgan Wallen,67,60,14,19
2022-05-07,Flowers,Lauren Spencer-Smith,68,55,55,2
2022-05-07,No Love,Summer Walker & SZA,69,62,13,17
2022-05-07,Flower Shops,ERNEST Featuring Morgan Wallen,70,65,64,14
2022-05-07,Nail Tech,Jack Harlow,71,56,18,10
2022-05-07,Give Heaven Some Hell,HARDY,72,69,69,9
2022-05-07,Get Into It (Yuh),Doja Cat,73,73,68,21
2022-05-07,Take My Name,Parmalee,74,75,74,4
2022-05-07,Surface Pressure,Jessica Darrow,75,63,8,18
2022-05-07,Neck & Wrist,Pusha T Featuring JAY-Z & Pharrell Williams,76,,76,2
2022-05-07,Handsomer,Russ Featuring Ktlyn,77,70,40,8
2022-05-07,Rock N Roll,Pusha T Featuring Kanye West & Kid Cudi,78,,78,1
2022-05-07,Ahhh Ha,Lil Durk,79,68,18,10
2022-05-07,Do We Have A Problem?,Nicki Minaj X Lil Baby,80,72,2,12
2022-05-07,Dreamin Of The Past,Pusha T Featuring Kanye West,81,,81,1
2022-05-07,Circles Around This Town,Maren Morris,82,77,52,16
2022-05-07,Damn Strait,Scotty McCreery,83,76,76,4
2022-05-07,Envolver,Anitta,84,71,70,5
2022-05-07,Shake It,"Kay Flock, Cardi B, Dougie B & Bory300",85,51,51,2
2022-05-07,I Love You So,The Walters,86,81,71,15
2022-05-07,Rumors,Gucci Mane Featuring Lil Durk,87,74,51,13
2022-05-07,She Likes It,Russell Dickerson & Jake Scott,88,89,86,6
2022-05-07,In My Head,Lil Tjay,89,78,33,4
2022-05-07,Soy El Unico,Yahritza y Su Esencia,90,80,20,5
2022-05-07,Leave You Alone,Kane Brown,91,86,86,2
2022-05-07,Out Of Time,The Weeknd,92,,32,3
2022-05-07,Banking On Me,Gunna,93,88,61,10
2022-05-07,Come Back As A Country Boy,Blake Shelton,94,82,81,13
2022-05-07,Desesperados,Rauw Alejandro & Chencho Corleone,95,91,91,4
2022-05-07,Bones,Imagine Dragons,96,87,87,7
2022-05-07,Hate Our Love,Queen Naija & Big Sean,97,94,88,3
2022-05-07,Over,Lucky Daye,98,92,77,6
2022-05-07,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",99,84,46,10
2022-05-07,Brambleton,Pusha T,100,,100,1
2022-05-14,Wait For U,Future Featuring Drake & Tems,1,,1,1
2022-05-14,As It Was,Harry Styles,2,1,1,5
2022-05-14,First Class,Jack Harlow,3,2,1,4
2022-05-14,Puffin On Zootiez,Future,4,,4,1
2022-05-14,Heat Waves,Glass Animals,5,3,1,68
2022-05-14,Big Energy,Latto,6,4,3,28
2022-05-14,Enemy,Imagine Dragons X JID,7,5,5,24
2022-05-14,712PM,Future,8,,8,1
2022-05-14,Stay,The Kid LAROI & Justin Bieber,9,6,1,43
2022-05-14,I'm Dat N***a,Future,10,,10,1
2022-05-14,I'm On One,Future Featuring Drake,11,,11,1
2022-05-14,Love You Better,Future,12,,12,1
2022-05-14,Woman,Doja Cat,13,7,7,40
2022-05-14,Ghost,Justin Bieber,14,8,5,32
2022-05-14,Keep It Burnin,Future Featuring Kanye West,15,,15,1
2022-05-14,Super Gremlin,Kodak Black,16,9,3,26
2022-05-14,Thats What I Want,Lil Nas X,17,10,8,33
2022-05-14,Bad Habits,Ed Sheeran,18,11,2,45
2022-05-14,About Damn Time,Lizzo,19,60,19,3
2022-05-14,Massaging Me,Future,20,,20,1
2022-05-14,Shivers,Ed Sheeran,21,12,4,34
2022-05-14,Cold Heart (PNAU Remix),Elton John & Dua Lipa,22,14,7,35
2022-05-14,abcdefu,GAYLE,23,13,3,24
2022-05-14,For A Nut,Future Featuring Gunna & Young Thug,24,,24,1
2022-05-14,Provenza,Karol G,25,36,25,2
2022-05-14,Chickens,Future Featuring EST Gee,26,,26,1
2022-05-14,MAMIII,Becky G X Karol G,27,20,15,12
2022-05-14,Bam Bam,Camila Cabello Featuring Ed Sheeran,28,21,21,9
2022-05-14,Gold Stacks,Future,29,,29,1
2022-05-14,Wasted On You,Morgan Wallen,30,27,9,25
2022-05-14,Industry Baby,Lil Nas X & Jack Harlow,31,22,1,41
2022-05-14,'Til You Can't,Cody Johnson,32,23,18,30
2022-05-14,Need To Know,Doja Cat,33,19,8,47
2022-05-14,Boyfriend,Dove Cameron,34,31,31,12
2022-05-14,AA,Walker Hayes,35,28,28,17
2022-05-14,Easy On Me,Adele,36,24,1,30
2022-05-14,One Right Now,Post Malone & The Weeknd,37,17,6,26
2022-05-14,In A Minute,Lil Baby,38,25,14,4
2022-05-14,Voodoo,Future Featuring Kodak Black,39,,39,1
2022-05-14,Numb Little Bug,Em Beihold,40,37,37,14
2022-05-14,Sweetest Pie,Megan Thee Stallion & Dua Lipa,41,32,15,8
2022-05-14,To The Moon!,JNR CHOI & Sam Tompkins,42,38,38,10
2022-05-14,Thousand Miles,The Kid LAROI,43,15,15,2
2022-05-14,Honest,Justin Bieber & Don Toliver,44,,44,1
2022-05-14,We Jus Wanna Get High,Future,45,,45,1
2022-05-14,Holy Ghost,Future,46,,46,1
2022-05-14,Hrs And Hrs,Muni Long,47,30,16,19
2022-05-14,Doin' This,Luke Combs,48,26,26,21
2022-05-14,Good 4 U,Olivia Rodrigo,49,35,1,51
2022-05-14,Trouble With A Heartbreak,Jason Aldean,50,33,33,7
2022-05-14,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",51,40,1,19
2022-05-14,Right On,Lil Baby,52,34,13,4
2022-05-14,Never Say Never,Cole Swindell / Lainey Wilson,53,41,27,16
2022-05-14,Frozen,Lil Baby,54,,54,1
2022-05-14,If I Was A Cowboy,Miranda Lambert,55,58,53,14
2022-05-14,She's All I Wanna Be,Tate McRae,56,47,44,13
2022-05-14,Take My Name,Parmalee,57,74,57,5
2022-05-14,Back To The Basics,Future,58,,58,1
2022-05-14,When You're Gone,Shawn Mendes,59,50,38,5
2022-05-14,The Way Things Going,Future,60,,60,1
2022-05-14,What Happened To Virgil,Lil Durk Featuring Gunna,61,49,22,8
2022-05-14,Damn Strait,Scotty McCreery,62,83,62,5
2022-05-14,Peru,Fireboy DML & Ed Sheeran,63,56,53,14
2022-05-14,The Motto,Tiesto & Ava Max,64,48,42,14
2022-05-14,Freaky Deaky,Tyga X Doja Cat,65,54,43,10
2022-05-14,Don't Think Jesus,Morgan Wallen,66,42,7,3
2022-05-14,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,67,63,63,17
2022-05-14,Pushin P,Gunna & Future Featuring Young Thug,68,53,7,17
2022-05-14,Fingers Crossed,Lauren Spencer-Smith,69,44,19,18
2022-05-14,2step,Ed Sheeran Featuring Lil Baby,70,51,51,2
2022-05-14,Beers On Me,"Dierks Bentley, BRELAND & HARDY",71,52,40,19
2022-05-14,Get Into It (Yuh),Doja Cat,72,73,68,22
2022-05-14,Flowers,Lauren Spencer-Smith,73,68,55,3
2022-05-14,Slow Down Summer,Thomas Rhett,74,62,43,11
2022-05-14,23,Sam Hunt,75,65,50,19
2022-05-14,Me Or Sum,"Nardo Wick, Lil Baby & Future",76,66,58,17
2022-05-14,Something In The Orange,Zach Bryan,77,55,55,2
2022-05-14,Give Heaven Some Hell,HARDY,78,72,69,10
2022-05-14,Plan B,Megan Thee Stallion,79,29,29,2
2022-05-14,That That,PSY Featuring SUGA,80,,80,1
2022-05-14,Broadway Girls,Lil Durk Featuring Morgan Wallen,81,67,14,20
2022-05-14,In The Stars,Benson Boone,82,,82,1
2022-05-14,Flower Shops,ERNEST Featuring Morgan Wallen,83,70,64,15
2022-05-14,No Love,Summer Walker & SZA,84,69,13,18
2022-05-14,Nail Tech,Jack Harlow,85,71,18,11
2022-05-14,Handsomer,Russ Featuring Ktlyn,86,77,40,9
2022-05-14,Surface Pressure,Jessica Darrow,87,75,8,19
2022-05-14,Light Switch,Charlie Puth,88,64,27,15
2022-05-14,Circles Around This Town,Maren Morris,89,82,52,17
2022-05-14,I Love You So,The Walters,90,86,71,16
2022-05-14,Fall In Love,Bailey Zimmerman,91,,91,2
2022-05-14,Envolver,Anitta,92,84,70,6
2022-05-14,Do We Have A Problem?,Nicki Minaj X Lil Baby,93,80,2,13
2022-05-14,Love Me More,Sam Smith,94,,94,1
2022-05-14,She Likes It,Russell Dickerson & Jake Scott,95,88,86,7
2022-05-14,Ahhh Ha,Lil Durk,96,79,18,11
2022-05-14,Rumors,Gucci Mane Featuring Lil Durk,97,87,51,14
2022-05-14,Over,Lucky Daye,98,98,77,7
2022-05-14,Shake It,"Kay Flock, Cardi B, Dougie B & Bory300",99,85,51,3
2022-05-14,Hate Our Love,Queen Naija & Big Sean,100,97,88,4
2022-05-21,First Class,Jack Harlow,1,3,1,5
2022-05-21,As It Was,Harry Styles,2,2,1,6
2022-05-21,Wait For U,Future Featuring Drake & Tems,3,1,1,2
2022-05-21,Moscow Mule,Bad Bunny,4,,4,1
2022-05-21,Titi Me Pregunto,Bad Bunny,5,,5,1
2022-05-21,Despues de La Playa,Bad Bunny,6,,6,1
2022-05-21,Heat Waves,Glass Animals,7,5,1,69
2022-05-21,Big Energy,Latto,8,6,3,29
2022-05-21,About Damn Time,Lizzo,9,19,9,4
2022-05-21,Me Porto Bonito,Bad Bunny & Chencho Corleone,10,,10,1
2022-05-21,Enemy,Imagine Dragons X JID,11,7,5,25
2022-05-21,Thought You Should Know,Morgan Wallen,12,,12,1
2022-05-21,Stay,The Kid LAROI & Justin Bieber,13,9,1,44
2022-05-21,Party,Bad Bunny & Rauw Alejandro,14,,14,1
2022-05-21,The Heart Part 5,Kendrick Lamar,15,,15,1
2022-05-21,Un Ratito,Bad Bunny,16,,16,1
2022-05-21,Ghost,Justin Bieber,17,14,5,33
2022-05-21,Tarot,Bad Bunny & Jhay Cortez,18,,18,1
2022-05-21,Puffin On Zootiez,Future,19,4,4,2
2022-05-21,Woman,Doja Cat,20,13,7,41
2022-05-21,Dua Lipa,Jack Harlow,21,,21,1
2022-05-21,Yo No Soy Celoso,Bad Bunny,22,,22,1
2022-05-21,Churchill Downs,Jack Harlow Featuring Drake,23,,23,1
2022-05-21,Bad Habits,Ed Sheeran,24,18,2,46
2022-05-21,Super Gremlin,Kodak Black,25,16,3,27
2022-05-21,Ojitos Lindos,Bad Bunny & Bomba Estereo,26,,26,1
2022-05-21,Provenza,Karol G,27,25,25,3
2022-05-21,Thats What I Want,Lil Nas X,28,17,8,34
2022-05-21,Shivers,Ed Sheeran,29,21,4,35
2022-05-21,Cold Heart (PNAU Remix),Elton John & Dua Lipa,30,22,7,36
2022-05-21,Neverita,Bad Bunny,31,,31,1
2022-05-21,La Corriente,Bad Bunny & Tony Dize,32,,32,1
2022-05-21,Wasted On You,Morgan Wallen,33,30,9,26
2022-05-21,Efecto,Bad Bunny,34,,34,1
2022-05-21,Boyfriend,Dove Cameron,35,34,31,13
2022-05-21,Bam Bam,Camila Cabello Featuring Ed Sheeran,36,28,21,10
2022-05-21,'Til You Can't,Cody Johnson,37,32,18,31
2022-05-21,MAMIII,Becky G X Karol G,38,27,15,13
2022-05-21,Sweetest Pie,Megan Thee Stallion & Dua Lipa,39,41,15,9
2022-05-21,AA,Walker Hayes,40,35,28,18
2022-05-21,abcdefu,GAYLE,41,23,3,25
2022-05-21,Industry Baby,Lil Nas X & Jack Harlow,42,31,1,42
2022-05-21,Numb Little Bug,Em Beihold,43,40,37,15
2022-05-21,Aguacero,Bad Bunny,44,,44,1
2022-05-21,Dos Mil 16,Bad Bunny,45,,45,1
2022-05-21,Easy On Me,Adele,46,36,1,31
2022-05-21,Need To Know,Doja Cat,47,33,8,48
2022-05-21,Trouble With A Heartbreak,Jason Aldean,48,50,33,8
2022-05-21,Otro Atardecer,Bad Bunny & The Marias,49,,49,1
2022-05-21,This Love (Taylor's Version),Taylor Swift,50,,50,1
2022-05-21,Andrea,Bad Bunny & Buscabulla,51,,51,1
2022-05-21,Doin' This,Luke Combs,52,48,26,22
2022-05-21,In A Minute,Lil Baby,53,38,14,5
2022-05-21,El Apagon,Bad Bunny,54,,54,1
2022-05-21,Un Verano Sin Ti,Bad Bunny,55,,55,1
2022-05-21,Un Coco,Bad Bunny,56,,56,1
2022-05-21,To The Moon!,JNR CHOI & Sam Tompkins,57,42,38,11
2022-05-21,Thousand Miles,The Kid LAROI,58,43,15,3
2022-05-21,Me Fui de Vacaciones,Bad Bunny,59,,59,1
2022-05-21,Ensename A Bailar,Bad Bunny,60,,60,1
2022-05-21,Love You Better,Future,61,12,12,2
2022-05-21,Hrs And Hrs,Muni Long,62,47,16,20
2022-05-21,I'm On One,Future Featuring Drake,63,11,11,2
2022-05-21,712PM,Future,64,8,8,2
2022-05-21,Nail Tech,Jack Harlow,65,85,18,12
2022-05-21,Take My Name,Parmalee,66,57,57,6
2022-05-21,Never Say Never,Cole Swindell / Lainey Wilson,67,53,27,17
2022-05-21,She's All I Wanna Be,Tate McRae,68,56,44,14
2022-05-21,Right On,Lil Baby,69,52,13,5
2022-05-21,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",70,51,1,20
2022-05-21,Damn Strait,Scotty McCreery,71,62,62,6
2022-05-21,When You're Gone,Shawn Mendes,72,59,38,6
2022-05-21,If I Was A Cowboy,Miranda Lambert,73,55,53,15
2022-05-21,Agosto,Bad Bunny,74,,74,1
2022-05-21,2step,Ed Sheeran Featuring Lil Baby,75,70,51,3
2022-05-21,Freaky Deaky,Tyga X Doja Cat,76,65,43,11
2022-05-21,Something In The Orange,Zach Bryan,77,77,55,3
2022-05-21,What Happened To Virgil,Lil Durk Featuring Gunna,78,61,22,9
2022-05-21,I'm Dat N***a,Future,79,10,10,2
2022-05-21,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,80,67,63,18
2022-05-21,Get Into It (Yuh),Doja Cat,81,72,68,23
2022-05-21,Hold My Hand,Lady Gaga,82,,82,1
2022-05-21,Slow Down Summer,Thomas Rhett,83,74,43,12
2022-05-21,Whiskey On You,Nate Smith,84,,84,1
2022-05-21,Don't Think Jesus,Morgan Wallen,85,66,7,4
2022-05-21,Peru,Fireboy DML & Ed Sheeran,86,63,53,15
2022-05-21,Massaging Me,Future,87,20,20,2
2022-05-21,I'd Do Anything To Make You Smile,Jack Harlow,88,,88,1
2022-05-21,Pushin P,Gunna & Future Featuring Young Thug,89,68,7,18
2022-05-21,Flower Shops,ERNEST Featuring Morgan Wallen,90,83,64,16
2022-05-21,Me Or Sum,"Nardo Wick, Lil Baby & Future",91,76,58,18
2022-05-21,Beers On Me,"Dierks Bentley, BRELAND & HARDY",92,71,40,20
2022-05-21,Flowers,Lauren Spencer-Smith,93,73,55,4
2022-05-21,Fingers Crossed,Lauren Spencer-Smith,94,69,19,19
2022-05-21,The Motto,Tiesto & Ava Max,95,64,42,15
2022-05-21,Frozen,Lil Baby,96,54,54,2
2022-05-21,Young Harleezy,Jack Harlow,97,,97,1
2022-05-21,23,Sam Hunt,98,75,50,20
2022-05-21,Poison,Jack Harlow Featuring Lil Wayne,99,,99,1
2022-05-21,Honest,Justin Bieber & Don Toliver,100,44,44,2
2022-05-28,First Class,Jack Harlow,1,1,1,6
2022-05-28,As It Was,Harry Styles,2,2,1,7
2022-05-28,N95,Kendrick Lamar,3,,3,1
2022-05-28,Wait For U,Future Featuring Drake & Tems,4,3,1,3
2022-05-28,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",5,,5,1
2022-05-28,You Proof,Morgan Wallen,6,,6,1
2022-05-28,Silent Hill,Kendrick Lamar & Kodak Black,7,,7,1
2022-05-28,United In Grief,Kendrick Lamar,8,,8,1
2022-05-28,About Damn Time,Lizzo,9,9,9,5
2022-05-28,Big Energy,Latto,10,8,3,30
2022-05-28,Father Time,Kendrick Lamar Featuring Sampha,11,,11,1
2022-05-28,Heat Waves,Glass Animals,12,7,1,70
2022-05-28,Rich Spirit,Kendrick Lamar,13,,13,1
2022-05-28,Me Porto Bonito,Bad Bunny & Chencho Corleone,14,10,10,2
2022-05-28,Moscow Mule,Bad Bunny,15,4,4,2
2022-05-28,We Cry Together,Kendrick Lamar & Taylour Paige,16,,16,1
2022-05-28,Enemy,Imagine Dragons X JID,17,11,5,26
2022-05-28,Titi Me Pregunto,Bad Bunny,18,5,5,2
2022-05-28,Worldwide Steppers,Kendrick Lamar,19,,19,1
2022-05-28,Count Me Out,Kendrick Lamar,20,,20,1
2022-05-28,Stay,The Kid LAROI & Justin Bieber,21,13,1,45
2022-05-28,Purple Hearts,"Kendrick Lamar, Summer Walker & Ghostface Killah",22,,22,1
2022-05-28,Savior,"Kendrick Lamar, Baby Keem, & Sam Dew",23,,23,1
2022-05-28,Woman,Doja Cat,24,20,7,42
2022-05-28,Ghost,Justin Bieber,25,17,5,34
2022-05-28,Despues de La Playa,Bad Bunny,26,6,6,2
2022-05-28,Party,Bad Bunny & Rauw Alejandro,27,14,14,2
2022-05-28,Wasted On You,Morgan Wallen,28,33,9,27
2022-05-28,Cooped Up,Post Malone Featuring Roddy Ricch,29,,29,1
2022-05-28,Bad Habits,Ed Sheeran,30,24,2,47
2022-05-28,Puffin On Zootiez,Future,31,19,4,3
2022-05-28,Super Gremlin,Kodak Black,32,25,3,28
2022-05-28,Rich (Interlude),Kendrick Lamar,33,,33,1
2022-05-28,Thats What I Want,Lil Nas X,34,28,8,35
2022-05-28,Provenza,Karol G,35,27,25,4
2022-05-28,Boyfriend,Dove Cameron,36,35,31,14
2022-05-28,Shivers,Ed Sheeran,37,29,4,36
2022-05-28,Cold Heart (PNAU Remix),Elton John & Dua Lipa,38,30,7,37
2022-05-28,Bam Bam,Camila Cabello Featuring Ed Sheeran,39,36,21,11
2022-05-28,Mr. Morale,Kendrick Lamar & Tanna Leone,40,,40,1
2022-05-28,Crown,Kendrick Lamar,41,,41,1
2022-05-28,Numb Little Bug,Em Beihold,42,43,37,16
2022-05-28,'Til You Can't,Cody Johnson,43,37,18,32
2022-05-28,MAMIII,Becky G X Karol G,44,38,15,14
2022-05-28,Sweetest Pie,Megan Thee Stallion & Dua Lipa,45,39,15,10
2022-05-28,AA,Walker Hayes,46,40,28,19
2022-05-28,Auntie Diaries,Kendrick Lamar,47,,47,1
2022-05-28,Trouble With A Heartbreak,Jason Aldean,48,48,33,9
2022-05-28,Ojitos Lindos,Bad Bunny & Bomba Estereo,49,26,26,2
2022-05-28,Thought You Should Know,Morgan Wallen,50,12,12,2
2022-05-28,Savior (Interlude),Kendrick Lamar,51,,51,1
2022-05-28,Tarot,Bad Bunny & Jhay Cortez,52,18,18,2
2022-05-28,Un Ratito,Bad Bunny,53,16,16,2
2022-05-28,Doin' This,Luke Combs,54,52,26,23
2022-05-28,Mirror,Kendrick Lamar,55,,55,1
2022-05-28,Take My Name,Parmalee,56,66,56,7
2022-05-28,Thousand Miles,The Kid LAROI,57,58,15,4
2022-05-28,To The Moon!,JNR CHOI & Sam Tompkins,58,57,38,12
