text,updateDt,video_id,remove_emoji,source,translated,remove_stopword,lemmatization
I am a hardcore elf (suju fan) but I still fall for BigBang. It's hard not to stan them too and compare both groups. Really love 2nd gen idols.,2018-05-30 00:00:00+00:00,hii0tpk8Dss,I am a hardcore elf (suju fan) but I still fall for BigBang. It's hard not to stan them too and compare both groups. Really love 2nd gen idols.,en,I am a hardcore elf (suju fan) but I still fall for BigBang. It's hard not to stan them too and compare both groups. Really love 2nd gen idols.,I hardcore elf ( suju fan ) I still fall BigBang . It 's hard stan compare groups . Really love 2nd gen idols .,I hardcore elf ( suju fan ) I still fall BigBang . it be hard stan compare group . really love 2nd gen idol .
me encanta esta canción es una de mis favoritas like si también es una de tus favoritas,2018-12-01 00:00:00+00:00,-ODTMpRFS5A,me encanta esta canción es una de mis favoritas like si también es una de tus favoritas,es,i love this song is one of my favorites like if it's also one of your favorites,love song one favorites like 's also one favorites,love song one favorite like be also one favorite
Definitely love the concept! 😍,2018-07-20 00:00:00+00:00,Q7sHwg2Z21U,Definitely love the concept! ,en,Definitely love the concept! !,Definitely love concept ! !,definitely love concept ! !
I love seungri n bigbang. But. Did he become more chubby now?,2018-06-10 00:00:00+00:00,hii0tpk8Dss,I love seungri n bigbang. But. Did he become more chubby now?,en,I love seungri n bigbang. But. Did he become more chubby now?,I love seungri n bigbang . But . Did become chubby ?,I love seungri n bigbang . but . do become chubby ?
From Romania🇷🇴🇷🇴😂,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,From Romania,en,From Romania,From Romania,from Romania
"Trust me everyone from the Sorry Sorry era in Indonesia knows who Super Junior is, their top 3 Korean acts over here.",2018-05-30 00:00:00+00:00,hii0tpk8Dss,"Trust me everyone from the Sorry Sorry era in Indonesia knows who Super Junior is, their top 3 Korean acts over here.",en,"Trust me everyone from the Sorry Sorry era in Indonesia knows who Super Junior is, their top 3 Korean acts over here.","Trust everyone Sorry Sorry era Indonesia knows Super Junior , top 3 Korean acts .","trust everyone Sorry sorry era Indonesia know Super Junior , top 3 korean act ."
"PANDA IS SO SUCCESSFUL HIS BRAIN IS DAMGOOD AFFFF , BE MY SENSEI !!!!",2018-07-22 00:00:00+00:00,AZk7RBpeaHM,"PANDA IS SO SUCCESSFUL HIS BRAIN IS DAMGOOD AFFFF , BE MY SENSEI !!!!",de,"PANDA IS SO SUCCESSFUL HIS BRAIN IS DAMGOOD AFFFF , BE MY SENSEI!!!!","PANDA IS SO SUCCESSFUL HIS BRAIN IS DAMGOOD AFFFF , BE MY SENSEI ! ! ! !","PANDA be so SUCCESSFUL his brain be DAMGOOD AFFFF , be MY sensei ! ! ! !"
Well SJ are very famous you gotta love SJ they the best but Big bang is a really great group Imma fan of both!,2018-07-19 00:00:00+00:00,hii0tpk8Dss,Well SJ are very famous you gotta love SJ they the best but Big bang is a really great group Imma fan of both!,en,Well SJ are very famous you gotta love SJ they the best but Big bang is a really great group Imma fan of both!,Well SJ famous got ta love SJ best Big bang really great group Imma fan !,well SJ famous get to love SJ good big bang really great group Imma fan !
"Awww, you miss them already seungri?
##bb",2018-06-03 00:00:00+00:00,hii0tpk8Dss,"Awww, you miss them already seungri?
##bb",en,"Awww, you miss them already seungri?
##bb","Awww , miss already seungri ? # # bb","Awww , miss already seungri ? # # bb"
Love love love,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,Love love love,en,Love love love,Love love love,love love love
Black panther vibe in the morning 🔥,2018-03-30 00:00:00+00:00,Qo55vEgzvgI,Black panther vibe in the morning ,en,Black panther vibe in the morning ,Black panther vibe morning,black panther vibe morning
Aw Seungri haha,2018-06-10 00:00:00+00:00,hii0tpk8Dss,Aw Seungri haha,th,Aw Seung Ri ha,Aw Seung Ri ha,aw Seung Ri ha
1:23 I'm shook they can speak korean fluently,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,1:23 I'm shook they can speak korean fluently,en,1:23 I'm shook they can speak korean fluently,1:23 I 'm shook speak korean fluently,1:23 I ' m shake speak korean fluently
Yo when all the stars came on I had more respect for Seungri 🙏💕💕,2018-03-13 00:00:00+00:00,Qo55vEgzvgI,Yo when all the stars came on I had more respect for Seungri ,en,Yo when all the stars came on I had more respect for Seungri ,Yo stars came I respect Seungri,Yo star come I respect seungri
Seungri always make something new. Here the results. It’s amazing 🔥👑. Best Idols Group Believe And Never Goodbye 👑👑👑👑👑,2018-07-22 00:00:00+00:00,MtW75y4kEfY,Seungri always make something new. Here the results. It’s amazing . Best Idols Group Believe And Never Goodbye ,en,Seungri always make something new. Here the results. It’s amazing . Best Idols Group Believe And Never Goodbye ,Seungri always make something new . Here results . It ’ amazing . Best Idols Group Believe And Never Goodbye,seungri always make something new . here result . it ' amazing . Best Idols Group believe and never goodbye
HELLO FROM MALAYSIAAAA🇲🇾🇲🇾🇲🇾,2018-07-26 00:00:00+00:00,AZk7RBpeaHM,HELLO FROM MALAYSIAAAA,en,HELLO FROM MALAYSIAAAA,HELLO FROM MALAYSIAAAA,hello from MALAYSIAAAA
이노래 누가불렀고를 떠나서 진짜좋은데 생각보다 못떴음.. 탭댄스추는장면 라라랜드생각나서 진짜좋은데ㅠㅜ,2018-12-11 00:00:00+00:00,j0N2GJUkE6Y,이노래 누가불렀고를 떠나서 진짜좋은데 생각보다 못떴음.. 탭댄스추는장면 라라랜드생각나서 진짜좋은데ㅠㅜ,ko,"I'm not really good, I'm going to leave.. ᅲ ᅲ ᅲ","I 'm really good , I 'm going leave .. ᅲ ᅲ ᅲ","I ' m really good , I ' m go leave .. ᅲ ᅲ ᅲ"
1:55 Yes.. You are right Seungri..😂.. The choreography of the 2nd gen KPOP is like that 😂,2019-01-22 00:00:00+00:00,Jyhy6lnVwyA,1:55 Yes.. You are right Seungri.... The choreography of the 2nd gen KPOP is like that ,en,1:55 Yes.. You are right Seungri.... The choreography of the 2nd gen KPOP is like that ,1:55 Yes .. You right Seungri .... The choreography 2nd gen KPOP like,1:55 yes .. you right seungri .... the choreography 2nd gen KPOP like
seungri is literally any of us dancing to kpop LOL,2018-09-28 00:00:00+00:00,Jyhy6lnVwyA,seungri is literally any of us dancing to kpop LOL,en,seungri is literally any of us dancing to kpop LOL,seungri literally us dancing kpop LOL,seungri literally we dance kpop LOL
Excellent Seungri!!😀,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,Excellent Seungri!!,en,Excellent Seungri!!,Excellent Seungri ! !,Excellent Seungri ! !
The great seungri never disappoints,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,The great seungri never disappoints,en,The great seungri never disappoints,The great seungri never disappoints,the great seungri never disappoint
LoL .. poor seungri 😂😂 in indonesia non kpop only know super junior or lee minho ..,2018-09-04 00:00:00+00:00,hii0tpk8Dss,LoL .. poor seungri  in indonesia non kpop only know super junior or lee minho ..,en,LoL .. poor seungri  in indonesia non kpop only know super junior or lee minho ..,LoL .. poor seungri indonesia non kpop know super junior lee minho ..,LoL .. poor seungri indonesia non kpop know super junior lee minho ..
En México super júnior también es muy famoso ..,2018-06-02 00:00:00+00:00,hii0tpk8Dss,En México super júnior también es muy famoso ..,es,In Mexico super junior is also very famous..,In Mexico super junior also famous ..,in Mexico super junior also famous ..
ahh so glad to hear daniel and sam talk!,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,ahh so glad to hear daniel and sam talk!,en,ahh so glad to hear daniel and sam talk!,ahh glad hear daniel sam talk !,ahh glad hear daniel sam talk !
Waiting for a miracle called english subs,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,Waiting for a miracle called english subs,en,Waiting for a miracle called english subs,Waiting miracle called english subs,waiting miracle call english sub
No entiendo pero Te amo 😂💛,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,No entiendo pero Te amo ,es,I don't understand but I love you,I n't understand I love,I not understand I love
I love :u,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,I love :u,en,I love :u,I love : u,I love : u
Mino papasitoooooo😍😍😍😍,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,Mino papasitoooooo,tl,Mino Polytooodoo,Mino Polytooodoo,Mino Polytooodoo
English subs? Spanish subs? Where are the subs?,2018-07-31 00:00:00+00:00,-ODTMpRFS5A,English subs? Spanish subs? Where are the subs?,en,English subs? Spanish subs? Where are the subs?,English subs ? Spanish subs ? Where subs ?,english sub ? spanish sub ? where sub ?
seungri out here exposing all his tips lmao,2019-01-07 00:00:00+00:00,YZqxolXNC2k,seungri out here exposing all his tips lmao,en,seungri out here exposing all his tips lmao,seungri exposing tips lmao,seungri expose tip lmao
Wow super junior 💖💖💖,2018-10-31 00:00:00+00:00,hii0tpk8Dss,Wow super junior ,en,Wow super junior ,Wow super junior,wow super junior
"""I think it's a tip that I need""-Jennie
Poor Jennie 😫
I support their love 🙆",2019-01-01 00:00:00+00:00,YZqxolXNC2k,"""I think it's a tip that I need""-Jennie
Poor Jennie 
I support their love ",en,"""I think it's a tip that I need""-Jennie
Poor Jennie 
I support their love ",`` I think 's tip I need '' -Jennie Poor Jennie I support love,` ` I think 's tip I need '' -Jennie Poor Jennie I support love
"This makes me cry oh my god Seungri is so successful!!! I'm gonna eat at his restaurant when it opens here in Malaysia oh my god but I hope he applied for halal cert tho cuz if its not then I can't :\ 

That aside.. I'm offended by Hyunmoo's comment..Malaysian loves korean foods and we eat ramyeon! 😤",2018-03-12 00:00:00+00:00,AZk7RBpeaHM,"This makes me cry oh my god Seungri is so successful!!! I'm gonna eat at his restaurant when it opens here in Malaysia oh my god but I hope he applied for halal cert tho cuz if its not then I can't :\ 

That aside.. I'm offended by Hyunmoo's comment..Malaysian loves korean foods and we eat ramyeon! ",en,"This makes me cry oh my god Seungri is so successful!!! I'm gonna eat at his restaurant when it opens here in Malaysia oh my god but I hope he applied for halal cert tho cuz if its not then I can't :\ 

That aside.. I'm offended by Hyunmoo's comment..Malaysian loves korean foods and we eat ramyeon! !",This makes cry oh god Seungri successful ! ! ! I 'm gon na eat restaurant opens Malaysia oh god I hope applied halal cert tho cuz I ca n't : \ That aside .. I 'm offended Hyunmoo 's comment .. Malaysian loves korean foods eat ramyeon ! !,this make cry oh god Seungri successful ! ! ! I ' m go to eat restaurant open Malaysia oh god I hope apply halal cert tho cuz I can not : \ that aside .. I ' m offend Hyunmoo 's comment .. malaysian love korean food eat ramyeon ! !
Is it just me or sya ba yung nasa w two worlds? hahaha,2018-06-04 00:00:00+00:00,Qo55vEgzvgI,Is it just me or sya ba yung nasa w two worlds? hahaha,tl,Is he just me or is he the one in the two worlds? MOB,Is one two worlds ? MOB,be one two world ? MOB
All bigbang members are sucessful,2018-06-07 00:00:00+00:00,AZk7RBpeaHM,All bigbang members are sucessful,en,All bigbang members are sucessful,All bigbang members sucessful,all bigbang member sucessful
"2:19 Look at Mino playing a North Korean military officer's role, saluting Kim Jeong un (= Yoo Byungjae's manager) 😂",2018-07-31 00:00:00+00:00,-ODTMpRFS5A,"2:19 Look at Mino playing a North Korean military officer's role, saluting Kim Jeong un (= Yoo Byungjae's manager) ",en,"2:19 Look at Mino playing a North Korean military officer's role, saluting Kim Jeong un (= Yoo Byungjae's manager) ","2:19 Look Mino playing North Korean military officer 's role , saluting Kim Jeong un ( = Yoo Byungjae 's manager )","2:19 Look Mino play north korean military officer 's role , salute Kim Jeong un ( = Yoo Byungjae 's manager )"
"Omg!!! if only I was that girl, I'll say Seungri & Big Bang louder 😂💛💛💛,and I will even sing Bang Bang Bang ~~~ 😂😂😂",2018-12-13 00:00:00+00:00,hii0tpk8Dss,"Omg!!! if only I was that girl, I'll say Seungri & Big Bang louder ,and I will even sing Bang Bang Bang ~~~ ",tl,"Omg! if only Iwas hat girl, I'll be part of Seungri & Big Louder , anand I will Eve — A Bang IR","Omg ! Iwas hat girl , I 'll part Seungri & Big Louder , anand I Eve — A Bang IR","Omg ! Iwas hat girl , I will part Seungri & Big Louder , anand I Eve — a Bang IR"
Superjunior and Girls generation really have BIG FANS in Indonesia and they really popular too bcause of their show (I think) and news paper didn't stop wrote something about them around 2 weeks wkw just kpopers who know Bigbang and others (i say the truth),2018-07-27 00:00:00+00:00,hii0tpk8Dss,Superjunior and Girls generation really have BIG FANS in Indonesia and they really popular too bcause of their show (I think) and news paper didn't stop wrote something about them around 2 weeks wkw just kpopers who know Bigbang and others (i say the truth),en,Superjunior and Girls generation really have BIG FANS in Indonesia and they really popular too bcause of their show (I think) and news paper didn't stop wrote something about them around 2 weeks wkw just kpopers who know Bigbang and others (i say the truth),Superjunior Girls generation really BIG FANS Indonesia really popular bcause show ( I think ) news paper n't stop wrote something around 2 weeks wkw kpopers know Bigbang others ( say truth ),Superjunior girl generation really big FANS Indonesia really popular bcause show ( I think ) news paper not stop write something around 2 week wkw kpoper know Bigbang other ( say truth )
"This is why Seungri is my bias 😂 Big Bang, please come back from the army ASAP and save your maknae. He’s gone rouge. 😭😭",2018-09-09 00:00:00+00:00,Jyhy6lnVwyA,"This is why Seungri is my bias  Big Bang, please come back from the army ASAP and save your maknae. He’s gone rouge. ",en,"This is why Seungri is my bias  Big Bang, please come back from the army ASAP and save your maknae. He’s gone rouge. .","This Seungri bias Big Bang , please come back army ASAP save maknae . He ’ gone rouge . .","this Seungri bias Big Bang , please come back army ASAP save maknae . he ' go rouge . ."
Super Junior is indeed the Hallyu Kings.,2019-01-16 00:00:00+00:00,hii0tpk8Dss,Super Junior is indeed the Hallyu Kings.,en,Super Junior is indeed the Hallyu Kings.,Super Junior indeed Hallyu Kings .,Super Junior indeed Hallyu king .
Is this Seungri's presidential campaign? :D,2018-07-27 00:00:00+00:00,m2MtOeuCgh8,Is this Seungri's presidential campaign? :D,en,Is this Seungri's presidential campaign? :D,Is Seungri 's presidential campaign ? : D,be Seungri 's presidential campaign ? : d
I wonder if Jennie would do this now hahahaha anyways I support KaiJen,2019-01-01 00:00:00+00:00,YZqxolXNC2k,I wonder if Jennie would do this now hahahaha anyways I support KaiJen,en,I wonder if Jennie would do this now hahahaha anyways I support KaiJen,I wonder Jennie would hahahaha anyways I support KaiJen,I wonder Jennie would hahahaha anyways I support KaiJen
